PUBCHEM_CID,HOMO,LUMO,HOMO_LUMO_Gap,ODI_HOMO_1,ODI_HOMO,ODI_LUMO,ODI_LUMO_Add1,ODI_Mean,ODI_Std,Mol_Size_2,Length_Ratio,Len_Div_Diameter,Dipole_Moment,Quadrupole_Moment,ESPmin,ESPmax,Neg_Surface_Area,Overall_Average,Neg_Average,Overall_Variance,Nu,ALIEmin,ALIEmax,ALIE_Ave,LEAmin,LEAmax,LEA_Ave,XLogP,TPSA,Complexity,RotatableBondCount,y,y_class,S_c_tcpl_compliant,S_c_ci_lower_compliant,S_c_ci_upper_compliant,tcpl_binary_compliant,tcpl_ternary_compliant,tcpl_n_tested_compliant,tcpl_n_positive_compliant
47528,-0.341262,-0.007628,0.333633,20.46,12.67,28.55,11.84,18.38,6.766295146,7.985,0.464547022,0.98019722,5.178921,30.098748,-43.49289,62.8026,364.39605,0.00547224,-0.02681175,0.00073502,0.24825012,10.7744,19.61515,0.53249506,-51.48881,-19.0795,-1.2208782,0.8,97.0,228,4,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,2
71470,-0.327671,0.007751,0.335422,19.4,36.02,13.35,25.1,23.4675,8.35372185,11.226,0.457319883,0.977133479,4.450398,74.5402,-53.11006,65.55068,565.3231,0.00451353,-0.03116172,0.00076222,0.19023841,11.15633,17.69864,0.51419695,-61.27094,-19.63769,-1.0964918,3.4,107.0,1060,9,15,1,-1.0,-1.0,-1.0,-1,-1,0,0
10008,-0.322271,0.059568,0.381839,18.52,15.94,16.15,15.71,16.58,1.130818288,6.697,0.43849405,0.999873193,1.683165,6.055503,-17.44237,19.72579,234.61955,0.00027899,-0.01528074,0.00013274,0.24885249,11.45508,18.54628,0.51669021,-60.54351,-19.38568,-1.1753704,2.3,0.0,46,0,0,0,0.3333333333333333,0.16666666666666666,0.5,1,1,2,0
185457,-0.329246,0.002512,0.331758,14.21,12.16,12.42,12.73,12.88,0.793945842,10.642,0.417757224,0.991514868,7.686397,34.376773,-70.96609,61.65453,749.15686,-0.00988465,-0.0438347,0.00131137,0.22798086,10.4584,18.0158,0.51935094,-47.0514,-15.42508,-1.1102502,-0.1,167.0,519,10,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,1,0
37767,-0.25563,0.02103,0.27666,28.52,10.22,9.32,9.26,14.33,8.201420609,14.318,0.552021245,0.990190543,6.217897,65.723403,-46.03856,28.6415,1074.47792,0.0012952,-0.01755838,0.00047456,0.16181956,9.92552,17.28481,0.49839947,-47.37852,-14.64899,-1.0080392,11.6,104.0,1010,24,4,1,-1.0,-1.0,-1.0,-1,-1,0,0
2018,-0.292372,0.053416,0.345788,18.22,11.56,10.28,12.56,13.155,3.03388777,6.876,0.519350197,0.99948987,4.611941,28.546236,-50.44814,59.33983,389.86341,-0.00121349,-0.03245838,0.00088292,0.24751872,11.2015,18.12906,0.51779947,-48.8088,-19.16238,-1.1278825,0.8,66.4,219,3,0,0,0.10833333333333334,0.10000000000000002,0.125,0,1,8,6
30773,-0.318331,0.027835,0.346167,18.93,19.63,15.79,13.83,17.045,2.353014025,10.663,0.388762023,0.984405117,5.249655,30.322224,-44.71855,54.17738,438.79936,0.00115996,-0.02759313,0.00055798,0.24485307,11.40598,16.84959,0.50827272,-41.68227,-14.70819,-0.993318,2.2,86.5,272,4,6,1,0.2398570301117047,0.054714060223409425,0.5774647887323944,1,1,9,9
60196377,-0.125308,0.058744,0.184052,9.99,11.09,9.57,13.4,11.0125,1.485974007,6.947,0.469078027,0.986479029,6.893492,14.13656,-78.44391,54.45532,220.52058,0.00250603,-0.04749122,0.00192844,0.13914149,4.45951,18.57588,0.44176299,-100.35345,-19.11772,-1.1608153,2.4,6.5,110,2,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,2
6950248,-0.29612,0.163105,0.459225,39.9,34.38,5.85,9.4,22.3825,14.9388058,6.123,0.428340991,0.983722497,1.673145,8.794507,-40.06754,47.73132,212.27716,0.00045041,-0.02062044,0.00052825,0.21356531,9.8983,17.11131,0.50001945,-49.24376,-20.12151,-0.995133,0.0,23.5,45,2,0,0,-1.0,-1.0,-1.0,-1,-1,0,0
14493,-0.317771,0.105557,0.423328,36.57,32.99,21.83,21.82,28.3025,6.600005208,5.182,0.613665969,0.999485663,0.120102,38.936652,-27.13142,23.4003,247.96453,0.0063796,-0.02387169,0.00020885,0.19170161,9.61802,16.04249,0.47921157,-35.71654,-13.69616,-0.8235273,3.3,2.0,47,7,6,1,0.20833333333333331,0.16666666666666666,0.25,1,1,2,0
13233,-0.300133,0.071323,0.371455,25.67,25.34,17.57,16.95,21.3825,4.129972004,8.223,0.387645954,0.989887406,1.11131,7.659329,-25.27291,12.84599,308.06871,2.87e-05,-0.01779498,0.00014342,0.13960114,9.67556,15.78025,0.48588323,-33.41585,-17.04425,-0.8546129,4.1,75.9,131,0,4,1,0.27777777777777773,0.16666666666666666,0.5,1,1,8,6
62010,-0.321945,0.155721,0.477667,22.59,22.47,6.87,7.98,14.9775,7.562808258,6.425,0.366280252,0.952910053,2.206115,6.440892,-38.37198,33.92639,185.94211,0.00182244,-0.02233056,0.00048853,0.17680201,10.05421,16.60584,0.50516074,-46.74647,-20.21238,-1.0078583,0.1,21.3,70,0,2,1,0.15277777777777776,0.125,0.16666666666666666,1,1,3,0
656667,-0.261662,-0.045512,0.216151,10.78,23.26,17.42,7.38,14.71,6.115970896,12.56,0.419655216,0.985753133,15.197305,59.635685,-60.65822,70.73357,730.53652,-0.00043291,-0.03172915,0.00095513,0.22688068,10.65181,17.81146,0.50702436,-51.45495,-19.17533,-1.0992694,2.4,114.0,933,8,18,1,-1.0,-1.0,-1.0,-1,-1,0,0
5281034,-0.306667,0.027256,0.333923,11.71,17.63,18.27,10.1,14.4275,3.575362744,8.743,0.475081417,0.995039272,4.160162,34.695342,-39.69971,45.4422,286.41746,0.00544807,-0.02884896,0.00046625,0.13882757,10.93739,18.3805,0.50271732,-49.16603,-20.58113,-1.068722,4.4,57.5,596,0,46,1,0.5333333333333333,0.16666666666666666,0.9,1,1,4,4
2879,-0.288899,0.064828,0.353727,18.4,13.22,15.66,13.82,15.275,2.01580629,6.736,0.453485399,0.982819774,1.82626,10.056155,-31.67895,59.56151,247.55285,-0.00028999,-0.02124707,0.00048959,0.22134009,11.09662,18.43512,0.50455239,-47.01048,-19.59448,-1.0651788,1.9,20.2,62,0,1,1,0.091066653934301,0.021008403361344536,0.1971590909090909,0,1,9,9
74195,-0.284346,0.039153,0.3235,9.35,7.6,7.58,7.51,8.01,0.774370712,6.732,0.543047489,0.989602789,0.023172,12.793352,-22.60843,16.42847,511.61765,-0.00056816,-0.01370134,0.00017185,0.17233884,11.31451,16.28421,0.49276099,-42.90031,-19.99517,-1.0056174,7.7,0.0,253,3,2,1,0.1044685990338164,0.021739130434782608,0.16666666666666666,0,1,9,9
5284443,-0.139795,0.049552,0.189346,11.66,11.06,11.06,8.5,10.57,1.219959016,7.369,0.426796769,0.988228593,4.735872,23.819494,-39.60899,55.65575,403.89529,0.00118268,-0.02871186,0.00060133,0.24133526,5.63028,17.99056,0.45857409,-50.19729,-18.9577,-1.0703509,2.4,52.5,130,3,3,1,0.048611111111111105,0.020833333333333332,0.07142857142857142,0,0,2,2
2723951,-0.268305,0.019925,0.28823,17.67,15.83,12.73,13.08,14.8275,2.033351605,6.973,0.414989004,0.886199422,9.848831,3.244809,-47.41444,86.12208,248.87751,0.00329173,-0.04412607,0.00165852,0.20195878,11.3413,18.59408,0.51559916,-41.10477,-19.20459,-1.0997736,-1.0,99.6,183,0,2,1,0.5,0.16666666666666666,0.8333333333333334,1,1,2,0
33309,-0.274526,0.015808,0.290333,12.4,7.48,9.54,12.89,10.5775,2.198867606,8.871,0.550260288,0.99831347,1.203234,38.882931,-43.09099,49.49638,563.83015,-0.00207901,-0.02392413,0.00051152,0.24752522,10.87665,17.65426,0.50483138,-46.73104,-13.33813,-1.0514414,2.9,108.0,382,4,27,1,-1.0,-1.0,-1.0,-1,-1,0,0
5959,-0.34874,-0.040154,0.308586,12.82,7.7,15.45,15.42,12.8475,3.157858254,8.309,0.510907882,0.998115904,7.263145,48.54912,-43.08295,80.02314,464.34454,0.00762449,-0.0274655,0.00114853,0.21948233,12.14518,18.33073,0.52071839,-50.24159,-15.65675,-1.0927797,1.1,115.0,342,5,2,1,0.10082003816019162,0.012605042016806725,0.16666666666666666,0,1,2,2
10509,-0.43267,-0.098124,0.334547,11.41,10.91,7.78,13.14,10.81,1.935187329,6.274,0.344922997,0.879291988,0.005764,0.168027,-8.89305,42.01742,284.27253,0.00648475,-0.00538308,0.00024333,0.05603196,14.66065,19.46795,0.60145487,-51.37299,-37.4879,-1.5885709,0.1,183.0,209,0,3,1,0.5125,0.125,0.9,1,1,2,2
81278,-0.309297,0.104783,0.41408,39.88,19.87,22.96,4.62,21.8325,12.52103305,6.999,0.441556325,0.99815804,5.068665,14.187775,-54.60202,22.84584,168.34379,0.00253882,-0.03904543,0.00102941,0.06636002,11.7778,16.78496,0.50383099,-46.78134,-20.89092,-1.0088792,1.6,20.3,173,1,0,0,0.15277777777777776,0.125,0.16666666666666666,1,1,8,6
5283731,-0.268266,0.04,0.308267,15.74,11.44,10.64,12.22,12.51,1.946715182,9.287,0.532379872,0.989053346,1.189082,38.41459,-41.74942,45.41882,452.59008,0.00263438,-0.01770157,0.00041167,0.14725263,10.32372,17.11464,0.49585058,-50.44735,-20.45757,-1.0179051,6.2,40.5,655,6,44,1,-1.0,-1.0,-1.0,-1,-1,0,0
7934,-0.268346,0.073737,0.342083,16.53,16.47,14.84,14.03,15.4675,1.071689671,7.364,0.442417388,0.998114045,1.854996,10.471258,-29.25789,41.24877,283.55464,-0.00176427,-0.02007193,0.00045618,0.24231109,10.63884,17.36313,0.496982,-42.60717,-19.53835,-1.0133817,1.4,26.0,70,0,1,1,0.3048786349435232,0.03475726988704638,0.684703196347032,1,1,9,9
23682187,-0.311576,-0.015734,0.295841,28.27,10.21,13.92,11.33,15.9325,7.249035712,9.585,0.421835819,0.948160783,12.377547,46.829393,-82.66757,45.32701,424.83357,0.00089567,-0.04756622,0.00201044,0.12277033,10.74911,18.09704,0.51214588,-45.21845,-15.11526,-0.9913309,2.4,110.0,357,5,1,1,0.13763456937799043,0.025269138755980858,0.25,1,1,9,9
4115,-0.290148,0.029003,0.319151,6.81,6.81,19.37,7.15,10.035,5.391351871,9.607,0.460818825,0.999793587,4.144299,21.551419,-26.82152,24.60069,641.25666,-0.00136057,-0.01960636,0.00019715,0.24968542,11.25011,17.86079,0.50414836,-44.38711,-15.82794,-0.9747103,5.1,18.5,279,4,26,1,0.038924287856071965,0.030434782608695653,0.04741379310344827,0,0,9,9
7603,-0.262777,0.073114,0.335891,16.03,15.73,14.69,13.46,14.9775,1.007406944,7.596,0.489346226,0.993139979,2.06818,8.998245,-29.71782,39.18783,289.03508,-0.00056282,-0.01976349,0.00029832,0.22726459,10.62375,16.58576,0.49520582,-42.87483,-19.56505,-0.9945015,3.0,12.0,90,2,1,1,0.24814300659906646,0.021286013198132947,0.5304824561403508,1,1,9,9
77680,-0.292621,0.158703,0.451324,17.79,19.07,3.45,3.35,10.915,7.528696766,6.737,0.498407706,0.993339602,2.191879,3.663912,-40.77232,27.58452,366.45764,0.00120659,-0.01267972,0.00032299,0.1824749,9.3828,15.57211,0.49302049,-40.44903,-20.22308,-0.9557882,1.3,24.1,101,5,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,1
21583,-0.297839,0.061787,0.359627,8.14,30.67,7.16,14.35,15.08,9.413700123,8.327,0.45393762,0.986645719,0.912624,6.70198,-41.40075,16.42934,423.51725,-0.00183684,-0.01863346,0.00021255,0.14356294,9.66396,16.42473,0.49304657,-41.05745,-19.47131,-1.0244385,3.5,3.2,158,4,0,0,-1.0,-1.0,-1.0,-1,-1,0,0
3051,-0.374909,0.054796,0.429705,11.43,28.37,16.97,16.25,18.255,6.216210662,6.049,0.568453886,1.0,2.665498,25.2049,-59.1652,19.99694,257.12571,-0.00060226,-0.03391772,0.00059605,0.07361347,13.27815,17.27923,0.53454239,-46.26108,-20.35887,-1.121754,1.4,61.8,126,6,0,0,0.11561561561561562,0.013513513513513514,0.16666666666666666,0,1,2,2
18660697,-0.212403,-0.022277,0.190126,7.43,7.39,6.92,7.82,7.39,0.319139468,10.793,0.433811156,0.983399265,16.41493,27.632714,-72.63727,67.4531,575.61096,0.00182094,-0.04214337,0.00093861,0.24798107,10.32121,18.63535,0.53414303,-70.1823,-19.30117,-1.4027269,2.4,45.2,483,2,2,1,-1.0,-1.0,-1.0,-1,-1,0,0
1732,-0.296178,0.05847,0.354648,16.58,13.07,15.4,13.51,14.64,1.421530865,7.946,0.429364184,0.990668403,3.032453,10.154021,-25.92643,66.62776,329.79385,0.0008138,-0.01716367,0.000553,0.11827554,11.27146,18.62292,0.50556679,-46.80854,-15.13549,-0.9983804,3.1,20.2,94,0,3,1,0.10138803227713103,0.0361093978875954,0.19695378151260504,0,1,9,9
667492,-0.267118,-0.023222,0.243895,11.33,10.97,30.11,27.12,19.8825,8.797173907,9.575,0.453785398,0.944203944,9.046498,33.453004,-44.55468,92.83383,501.05901,-0.00023999,-0.03237507,0.00138446,0.17943161,9.52997,19.62462,0.49713268,-47.75263,-12.61523,-1.0152124,2.0,108.0,309,1,2,1,-1.0,-1.0,-1.0,-1,-1,0,0
17111,-0.300398,0.022757,0.323156,28.65,35.31,19.56,18.31,25.4575,6.948580341,6.192,0.520135208,0.995368152,2.768197,12.782163,-40.90404,22.29952,256.37069,-7.58e-05,-0.02345528,0.00044487,0.09182697,9.68514,16.64519,0.50831978,-46.11811,-19.63073,-1.0369222,0.5,29.5,121,5,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,0
8878,-0.346254,0.078256,0.424511,24.87,21.27,22.69,23.64,23.1175,1.317220084,5.923,0.590550891,0.9978223,2.299669,10.658596,-41.32971,17.52668,294.42196,0.00102758,-0.01849575,0.00042098,0.09288862,10.77418,17.07017,0.5058317,-47.3016,-19.94276,-1.0030823,3.2,26.3,130,8,1,1,0.09143518518518519,0.013888888888888888,0.16666666666666666,0,1,2,2
60196385,-0.120769,0.1042,0.224969,11.83,11.43,9.09,7.53,9.97,1.754935896,7.181,0.421889696,0.995159338,2.293659,5.473293,-22.74475,19.83755,289.42242,0.00311123,-0.01068009,0.00013051,0.24289249,7.43748,15.55765,0.45879751,-63.71194,-20.67835,-1.0343724,2.4,0.0,92,2,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,2
31226,-0.317559,0.067228,0.384787,18.26,15.2,15.58,14.26,15.825,1.485690075,6.788,0.516594836,1.0,2.263339,15.109173,-41.17199,18.91957,318.25558,0.00122336,-0.02177348,0.00036456,0.1121554,11.30537,16.55541,0.50769829,-46.98701,-19.48202,-1.0494885,2.5,26.3,148,5,0,0,0.15277777777777776,0.125,0.16666666666666666,1,1,3,0
15050,-0.349892,0.16995,0.519842,22.78,17.78,6.28,6.83,13.4175,7.089197328,7.217,0.37322767,0.952717524,1.860741,6.681442,-37.64331,16.18906,227.37367,-0.00202088,-0.0255186,0.00036725,0.09350417,12.54352,17.60142,0.51977764,-47.08972,-21.25441,-1.0250711,0.2,27.7,50,3,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,1,0
24978536,-0.112854,-0.001818,0.111036,19.79,7.52,9.45,6.24,10.75,5.342859721,9.819,0.54730063,0.992101341,7.716653,27.728423,-48.91338,61.36983,635.00443,0.00368529,-0.02502828,0.00078706,0.24847191,6.03463,18.82986,0.48694908,-60.81389,-13.46625,-1.1111938,2.4,84.7,630,5,17,1,0.20833333333333331,0.16666666666666666,0.25,1,1,2,0
8497,-0.360717,-0.04388,0.316837,14.99,15.86,15.3,11.39,14.385,1.757050085,7.88,0.484932883,0.998965388,7.386344,2.610042,-40.1392,68.08645,238.37414,0.00354788,-0.03542776,0.00071475,0.24102343,12.29025,18.57407,0.5364014,-50.47072,-19.06731,-1.2817651,1.8,83.1,198,1,0,0,0.17500000000000002,0.10000000000000002,0.3,1,1,8,6
213037,-0.31288,-0.005415,0.307464,5.15,6.27,6.63,8.5,6.6375,1.205889195,10.757,0.461075625,0.971694712,7.616084,66.406137,-43.2122,80.97873,579.0599,0.00813992,-0.02944159,0.00088468,0.24973767,10.87871,17.34521,0.51238209,-48.31645,-14.60442,-1.0152072,4.2,167.0,944,7,22,1,0.25,0.0003855809807559011,0.8532536836904248,1,1,1,0
4509,-0.310155,-0.051596,0.258559,30.82,9.52,12.13,9.04,15.3775,8.992931599,7.67,0.538664187,0.999568656,4.533284,32.068734,-43.54179,65.29984,345.85,0.00861962,-0.03578527,0.00074241,0.24196468,12.10934,18.19798,0.53888946,-51.16037,-18.41726,-1.2880392,-0.5,121.0,390,2,18,1,-1.0,-1.0,-1.0,-1,-1,0,0
1742210,-0.304972,0.089632,0.394604,15.27,18.69,20.34,4.69,14.7475,6.087809027,8.882,0.38896557,0.980572202,2.79276,13.623076,-41.97109,19.92225,228.87049,0.00323669,-0.02082706,0.00047728,0.0879154,10.08651,16.10515,0.49875421,-47.88752,-20.25806,-1.0044705,3.6,12.5,330,0,4,1,0.09778783308195071,0.038461538461538464,0.16666666666666666,0,1,2,2
4499,-0.260929,-0.035962,0.224967,7.49,12.7,15.34,10.69,11.555,2.868348828,10.623,0.431384056,0.990700809,8.201931,29.477982,-63.71199,57.10979,618.56678,-0.0028951,-0.03183418,0.00091856,0.18113694,10.44034,18.17121,0.51766569,-52.48363,-19.35777,-1.1008819,3.3,110.0,704,7,36,1,0.48055555555555557,0.16666666666666666,0.9,1,1,8,6
1548972,-0.268809,0.050841,0.31965,11.65,10.53,8.56,8.05,9.6975,1.458892988,11.957,0.46833404,0.99352518,3.109269,22.128893,-54.83112,60.87835,693.18237,0.00049618,-0.02235722,0.00053836,0.24817709,10.86583,18.53644,0.51178988,-60.68649,-19.16127,-1.1230236,3.5,82.7,590,8,2,1,0.40277777777777785,0.125,0.8333333333333334,1,1,3,0
8269,-0.295485,0.039092,0.334577,5.47,11.44,5.52,6.5,7.2325,2.463669773,13.139,0.419883286,0.999563917,4.796395,31.422442,-50.95037,55.88927,734.76215,-0.00457909,-0.02914164,0.00065019,0.1996102,11.26277,17.43704,0.51649771,-47.30182,-19.24874,-1.1246204,3.5,81.7,625,6,15,1,0.25,0.0003855809807559011,0.8532536836904248,1,1,1,0
68547,-0.309279,-0.036878,0.272401,10.9,9.53,15.78,29.97,16.545,8.091540335,8.125,0.492559524,0.990190622,5.064866,33.543711,-41.23948,30.89929,354.37002,0.00663822,-0.02101733,0.00054007,0.21987769,10.79826,18.26589,0.50884343,-50.44677,-12.352,-1.092333,5.1,99.5,349,3,37,1,-1.0,-1.0,-1.0,-1,-1,0,0
22947,-0.34178,0.052978,0.394758,21.88,22.88,18.56,11.68,18.75,4.383913777,7.971,0.406649927,0.996328637,4.025679,27.762968,-46.78926,57.8743,346.38011,-0.00216175,-0.03867731,0.00089438,0.24328242,12.1888,17.73888,0.52626771,-52.09077,-19.01095,-1.1410366,-0.2,81.1,251,2,1,1,0.1461128310973512,0.06578947368421052,0.2058823529411765,1,1,2,2
65953,-0.270193,0.033,0.303193,9.99,13.19,7.47,13.94,11.1475,2.590061534,13.021,0.392974573,0.987197137,8.031463,44.519023,-44.40502,57.99888,836.19159,-0.00278458,-0.02672353,0.00071263,0.24911714,10.75037,18.27077,0.51739,-47.50169,-14.91073,-1.041402,3.0,117.0,764,9,30,1,-1.0,-1.0,-1.0,-1,-1,0,0
60198,-0.316107,0.004538,0.320645,10.16,15.93,12.16,21.19,14.86,4.201005832,9.127,0.450992325,0.993224125,5.633139,49.861452,-52.15503,26.87646,320.01345,0.00651501,-0.03357979,0.00081868,0.11191674,10.67969,16.30773,0.50245579,-46.85237,-19.61539,-1.0569104,3.1,34.1,653,0,8,1,0.20833333333333331,0.16666666666666666,0.25,1,1,4,4
10140,-0.325958,0.076992,0.40295,18.35,5.49,27.44,24.29,18.8925,8.398125907,9.047,0.527996323,0.996377551,11.448481,37.876061,-52.93237,59.87663,621.95319,0.00338989,-0.02976488,0.00087938,0.22536575,11.78136,18.31821,0.50789471,-52.51533,-19.11239,-1.0997232,2.9,127.0,759,6,2,1,0.18055555555555555,0.125,0.25,1,1,8,6
39327,-0.331713,-0.032293,0.29942,7.81,7.1,15.0,12.4,10.5775,3.264662119,9.941,0.459066444,0.997060432,4.558762,44.461582,-43.99418,38.6872,433.72711,0.00687106,-0.02174248,0.00063309,0.2310754,11.95445,18.80579,0.53411071,-67.99823,-15.0724,-1.2704805,4.7,64.3,432,4,21,1,0.3761809827599301,0.12749677223361436,0.6333333333333333,1,1,9,9
9875401,-0.282911,0.009109,0.292019,13.57,8.4,12.11,8.37,10.6125,2.286551716,7.602,0.610726122,1.008275301,6.114939,22.679561,-43.28079,59.27369,682.93015,0.00372894,-0.02387967,0.00070922,0.24281375,11.37192,18.01,0.51154784,-47.99721,-13.4466,-1.0706452,2.5,116.0,645,5,2,1,0.16666666666666666,0.00021690847003096587,0.666821754401209,1,1,2,0
11723708,-0.317282,-0.016667,0.300615,13.33,12.47,10.64,12.29,12.1825,0.973431431,10.931,0.425832461,0.99848463,2.151803,21.332632,-43.22364,71.01485,666.46949,-0.00237404,-0.01931725,0.00064242,0.24992529,11.45692,18.87448,0.50849085,-48.48999,-19.08836,-1.0943506,4.4,57.6,485,3,45,1,0.1532624539140873,0.05841121495327103,0.25,1,1,9,9
62572,-0.354542,0.075243,0.429785,39.97,41.01,27.17,8.7,29.2125,13.03686384,5.887,0.503709264,0.998861646,2.740663,10.286532,-40.46074,29.14543,220.61868,0.00127031,-0.02593318,0.00043202,0.13458371,11.92795,17.17164,0.51886839,-49.75851,-19.92313,-1.0567066,0.2,46.5,90,4,0,0,0.12393162393162394,0.038461538461538464,0.16666666666666666,1,1,2,2
7158,-0.32079,0.028402,0.349192,12.98,10.93,14.68,12.82,12.8525,1.327881301,9.202,0.435696221,0.967701966,4.274576,17.702629,-44.85203,67.89799,463.33745,0.00226659,-0.01691331,0.000622,0.2427584,12.14239,18.44745,0.5132142,-48.41149,-14.82749,-0.9559975,3.8,46.5,237,3,2,1,0.20833333333333331,0.16666666666666666,0.25,1,1,2,2
60977,-0.295243,0.061602,0.356845,8.45,29.38,12.87,13.97,16.1675,7.903044904,10.232,0.483161778,0.967763079,1.669286,13.257643,-43.61474,18.01283,541.23399,-0.00123529,-0.01997619,0.00030498,0.11894543,9.56772,16.32053,0.50013223,-47.87588,-19.47143,-1.0476065,3.9,29.5,389,6,12,1,0.375,0.25,0.5,1,2,2,0
10313079,-0.126316,0.112938,0.239254,11.11,13.25,9.67,9.36,10.8475,1.536235252,6.023,0.378605139,0.988439306,4.244141,4.43313,-30.29828,37.52503,217.34367,0.00400384,-0.02314889,0.00045545,0.23890484,5.323,18.48874,0.39687948,-36.00845,-20.87159,-0.9483313,2.4,3.2,8,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,2
73357,-0.307398,0.034132,0.34153,8.51,37.82,23.79,13.51,20.9075,11.21118275,19.015,0.408419083,0.974901751,8.511568,46.817832,-52.0252,63.89939,1778.81992,-0.00052865,-0.02565742,0.00067799,0.20198795,9.36871,16.97618,0.507194,-50.58101,-19.41885,-1.0686172,4.6,326.0,2020,16,47,1,-1.0,-1.0,-1.0,-1,-1,0,0
5284607,-0.305742,-0.046916,0.258826,9.16,19.04,9.91,10.67,12.195,3.987859702,13.776,0.375325781,0.938508195,0.775597,21.921464,-35.94477,24.29774,852.28165,0.00073866,-0.00935721,0.0001992,0.21791964,10.24795,16.66528,0.49847406,-45.9783,-19.32532,-1.0252446,10.9,34.1,696,14,0,0,0.5,0.16666666666666666,0.8333333333333334,1,1,1,0
20024,-0.32194,0.094454,0.416394,33.41,22.18,23.22,18.65,24.365,5.489956739,4.8,0.463715199,0.987126548,2.354933,5.534697,-41.67413,43.24386,145.45098,0.00227587,-0.02332633,0.00057285,0.18080377,10.42597,17.02631,0.5072351,-51.1348,-19.98106,-1.0040854,0.4,20.2,30,1,1,1,0.13700351935646052,0.038461538461538464,0.2058823529411765,1,1,2,2
6317,-0.310808,-0.037426,0.273382,12.22,36.02,15.8,15.56,19.9,9.413851497,7.439,0.512375706,0.996036713,8.035199,23.312247,-43.32951,43.51588,301.74609,0.00530588,-0.03104309,0.00060375,0.22407049,9.89729,18.29121,0.51270578,-50.8313,-19.87216,-1.1335405,1.1,78.1,220,4,0,0,0.5,0.16666666666666666,0.8333333333333334,1,1,2,2
4754,-0.275851,0.061914,0.337765,18.14,10.3,15.49,11.38,13.8275,3.154166887,7.138,0.543397554,0.997346148,6.009955,16.980905,-46.64706,59.28504,375.144,-0.00040719,-0.02813421,0.00067967,0.2491241,11.20315,16.69524,0.50934098,-46.38512,-19.53257,-1.0697247,1.6,38.3,162,3,0,0,0.05373015873015872,0.017857142857142856,0.08333333333333333,0,1,2,2
8836,-0.333585,0.077759,0.411344,29.56,27.5,23.99,25.77,26.705,2.063280155,8.619,0.64592183,0.981188119,5.784941,39.314395,-50.2672,24.83563,704.97716,-0.00045483,-0.02574137,0.00051662,0.11838612,12.17594,16.91406,0.51115893,-48.04001,-20.1686,-1.0505925,2.5,89.5,353,25,1,1,0.35753968253968255,0.05357142857142857,0.9,1,1,2,2
96359,-0.379159,0.062025,0.441184,9.45,19.39,27.61,29.26,21.4275,7.861031659,7.824,0.536568764,0.998606537,6.949942,35.908267,-47.07314,39.65665,195.67603,0.00653864,-0.04359475,0.00057956,0.20762066,12.53309,17.69398,0.51023855,-45.97031,-20.19252,-1.0200055,3.1,50.1,205,8,0,0,0.3333333333333333,0.16666666666666666,0.5,1,1,2,0
62098,-0.277446,0.059284,0.336731,13.27,11.06,19.24,10.55,13.53,3.451557619,7.046,0.503329506,0.991107762,3.620387,17.831682,-42.92101,24.22779,364.18036,0.00143519,-0.02218001,0.00040802,0.18543376,11.12752,18.33384,0.51587864,-46.84968,-19.23713,-1.1111249,1.8,35.5,215,3,0,0,0.2638888888888889,0.125,0.5,1,1,3,0
12148,-0.280824,0.06674,0.347564,18.01,11.42,15.54,10.52,13.8725,3.047682521,7.125,0.513653525,0.998293515,5.310363,23.266354,-49.55095,68.87089,366.04784,-0.00169003,-0.0276883,0.0012212,0.23537978,11.04615,17.72229,0.50725251,-46.71156,-19.53216,-1.0813584,1.1,55.1,139,1,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,0
13240377,-0.159491,0.055727,0.215219,10.31,10.83,12.34,10.51,10.9975,0.796974749,7.786,0.474883059,0.996500512,4.756524,10.847486,-40.24862,39.91886,263.75482,0.00264816,-0.02889601,0.00039338,0.17482718,7.38679,18.33529,0.46669626,-123.32325,-19.47218,-1.1215278,2.4,3.9,101,3,1,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,2
5311271,-0.294952,0.058673,0.353625,11.05,33.46,15.31,12.36,18.045,9.032603445,9.946,0.483087878,0.98590774,3.170541,20.113358,-35.91499,46.55588,675.97191,-9.32e-05,-0.01709183,0.00027358,0.23689213,9.50741,18.49251,0.50503626,-60.6667,-19.49694,-1.0973472,3.9,41.9,422,7,16,1,0.22820660522273425,0.12499999999999999,0.30961981566820274,1,1,9,9
